pair_id,row_id,sample_id,group_id,split,rheed_video_path,cached_tensor_path,network_input_path,descriptor_height_path,prototype_id,rheed_key_rule,condition_key_rule,source_frame_count,frames_used,image_size,final_fraction,normalization,height_mean,height_std,rq,ra,peak_to_valley,p01,p05,p50,p95,p99,robust_range,skewness,kurtosis,mean_abs_gradient,gradient_std,gradient_orientation_entropy,gradient_anisotropy,psd_low_power,psd_mid_power,psd_high_power,psd_slope,autocorrelation_length_px,island_coverage,island_count,island_mean_area_px,cond_height_mean,cond_height_std,cond_rq,cond_ra,cond_peak_to_valley,cond_p01,cond_p05,cond_p50,cond_p95,cond_p99,cond_robust_range,cond_skewness,cond_kurtosis,cond_mean_abs_gradient,cond_gradient_std,cond_gradient_orientation_entropy,cond_gradient_anisotropy,cond_psd_low_power,cond_psd_mid_power,cond_psd_high_power,cond_psd_slope,cond_autocorrelation_length_px,cond_island_coverage,cond_island_count,cond_island_mean_area_px
pair_00021,afm_00021_d59786b32d,6073,6073,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6073/videos/N6073_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_c94bd6f7d8dd.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00021_d59786b32d.npy,data/plane_corrected_afm/6073/N73_ctr_001/N73_ctr_001_plane_corrected.npy,2,manifest_column:sample_id,condition_column:sample_id,538,8,224,0.25,percentile_1_99_to_0_1,6.676468406e-11,1.517172692,1.517172692,1.18015215,14.79007578,-4.159062448,-2.551879418,0.06612265855,2.33517313,3.132682145,7.291744592,-0.528027356,4.194419343,0.2042437358,0.1840110448,0.9959323857,0.04694770242,12.83629005,8.337009774,5.88867463,-3.418298228,15,0.25,272,240.9411765,8.656964555e-11,-0.8932916611,-0.8932916611,-0.8896824805,-0.8626595802,0.9000517993,0.858973165,-0.2205472279,-0.9278530968,-0.8535598351,-0.9105426407,-0.7532989299,0.3404160672,-0.8377651827,-0.8511667415,0.5729924497,-1.079105498,-0.5132779264,-0.4695991926,-0.1215350134,0.3398548703,-0.04340087006,0.1993377107,0.6323967507,-0.2535068926
pair_00022,afm_00022_ccd7c49224,6078,6078,val,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6078/videos/N6078_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_438569eab3be.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00022_ccd7c49224.npy,data/plane_corrected_afm/6078/N74_ctr_004/N74_ctr_004_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,396,8,224,0.25,percentile_1_99_to_0_1,-5.476169518e-11,2.606983134,2.606983134,1.965578393,22.10292721,-5.27550436,-3.701468396,-0.3020133674,4.708230758,8.296447449,13.57195181,0.8186744015,4.67691615,0.2079639033,0.1989093232,0.9839823591,0.306709584,13.58019132,9.362760633,5.886808167,-3.6727057,45,0.25,124,528.516129,-3.495673369e-11,-0.489927873,-0.489927873,-0.5265292649,-0.351722864,0.6917627934,0.6172742967,-0.77189235,-0.3579800518,-0.1339868468,-0.3882959328,2.102762122,0.6740763641,-0.8315111335,-0.8181362396,-0.6007342221,0.9154109174,0.1112910658,0.4794609882,-0.1231869298,-0.2421465864,2.126641254,0.1993377107,-0.1312677481,0.1190035868
pair_00023,afm_00023_4ec77f0643,6080,6080,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6080/videos/N6080_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_8cec049b6606.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00023_4ec77f0643.npy,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,382,8,224,0.25,percentile_1_99_to_0_1,1.064559552e-10,5.158537541,5.158537541,4.021750216,33.09296417,-14.08266625,-9.342260838,0.2202245668,8.092157125,10.13272238,24.21538863,-0.4338652232,3.288750959,0.8801545313,0.8217780249,0.9991670471,0.1295844943,14.06569121,9.071973267,5.465222789,-4.093806707,9,0.25,26,630.1538462,1.262609167e-10,0.4544608129,0.4544608129,0.4241716011,0.4161326639,-0.9513455275,-0.5686914486,0.01024609158,0.4546459882,0.1218988803,0.4967863022,-0.5536015592,-0.2858794389,0.2985221908,0.5628062631,0.8906995551,-0.4445996311,0.5189099116,0.2104144573,-0.4963118016,-1.205488573,-0.4774092948,0.1993377107,-0.6369374837,0.2506600974
pair_00024,afm_00024_02882b2778,6081,6081,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6081/videos/N6081_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_e0d1058b4a5d.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00024_02882b2778.npy,data/plane_corrected_afm/6081/N81_Edg_000/N81_Edg_000_plane_corrected.npy,3,manifest_column:sample_id,condition_column:sample_id,184,8,224,0.25,percentile_1_99_to_0_1,4.901905548e-10,5.771374522,5.771374522,4.696931252,31.27156162,-7.779383898,-6.779685378,-1.440167546,11.09763479,17.30249395,25.08187785,0.9678803014,3.509529783,0.3126410958,0.2054654102,0.9524164597,0.5905435608,13.0763541,9.077844748,4.050396751,-4.127595644,62,0.25,4,4096,5.099955163e-10,0.6812858061,0.6812858061,0.7363513462,0.2888743097,0.2246264611,-0.02991489428,-2.476468133,1.176390243,1.121009733,0.5688414314,2.419195332,-0.1332045882,-0.655536178,-0.8036009464,-3.70112381,3.094758875,-0.311723543,0.2158469547,-1.748506047,-1.282786659,3.35633179,0.1993377107,-0.7504551795,4.740147103
pair_00025,afm_00025_debcd2803c,6082,6082,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6082/videos/N6082_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_99e880f7d5e5.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00025_debcd2803c.npy,data/plane_corrected_afm/6082/N6082_1um_002/N6082_1um_002_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,375,8,224,0.25,percentile_1_99_to_0_1,-7.542230729e-11,1.998581655,1.998581655,1.561213054,15.51362801,-4.899557066,-3.305527627,0.0104569043,3.152819276,5.259811544,10.15936861,0.01582117374,3.470238959,0.4172904976,0.2999241046,0.9916143232,0.2394125865,12.49403906,7.47606151,4.776549466,-3.677162842,9,0.25,72,227.5555556,-5.56173458e-11,-0.7151111855,-0.7151111855,-0.7134934445,-0.8121061943,0.7619014072,0.7005200807,-0.3039159826,-0.7315011441,-0.5571434087,-0.6720780246,0.4000853256,-0.1603753131,-0.4796079421,-0.5941795619,0.1488741363,0.3986878115,-0.8006270204,-1.266178311,-1.105823324,-0.252343076,-0.4774092948,0.1993377107,-0.3995823017,-0.2708459689
pair_00026,afm_00026_b09d4e118e,6084,6084,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6084/videos/N6084_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_a5da473a5892.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00026_b09d4e118e.npy,data/plane_corrected_afm/6084/N6084_1um_006/N6084_1um_006_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,437,8,224,0.25,percentile_1_99_to_0_1,3.140156191e-11,1.553037407,1.553037407,1.214340612,13.74396992,-3.402273285,-2.363959253,-0.08794258535,2.7601704,3.992690277,7.394963562,0.2896294766,3.359600398,0.3271614554,0.2281508528,0.9884329737,0.3117941049,12.10731421,7.112981845,4.73047995,-3.667638599,9,0.25,80,204.8,5.12065234e-11,-0.8800173092,-0.8800173092,-0.8738749492,-0.9357492495,1.041242184,0.8984830177,-0.4512856363,-0.8257930012,-0.73371732,-0.901959203,0.9807730875,-0.236885032,-0.6311257064,-0.7533057689,-0.1635966962,0.9544511351,-1.125315739,-1.602112178,-1.146597229,-0.2305547093,-0.4774092948,0.1993377107,-0.3583031396,-0.3003223988
pair_00027,afm_00027_7ff2734851,6085,6085,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6085/videos/N6085_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_30a7a11dcaa7.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00027_7ff2734851.npy,data/plane_corrected_afm/6085/N6085_1um_003/N6085_1um_003_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,497,8,224,0.25,percentile_1_99_to_0_1,-3.978849195e-10,3.156549954,3.156549954,2.485030663,22.9982214,-6.56283567,-4.901569963,-0.1515705511,5.467564464,8.620260954,15.18309662,0.3433304627,3.243407056,0.5120501734,0.3567947971,0.9894308198,0.3535256987,13.09302902,8.264462568,4.947952588,-3.94636539,13,0.25,44,372.3636364,-3.78079958e-10,-0.2865206145,-0.2865206145,-0.2863529735,-0.2891701542,0.4515918037,0.364955254,-0.5465791313,-0.1756314201,-0.0888632911,-0.2543170617,1.09466118,-0.3172360404,-0.3203055255,-0.4680933479,-0.06558866487,1.274876705,-0.2977235159,-0.5367223774,-0.9541226924,-0.8681908492,-0.188070345,0.1993377107,-0.544059369,-0.08326868817
pair_00028,afm_00028_4f8516eafb,6087,6087,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6087/videos/N6087_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_87a07be07c04.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00028_4f8516eafb.npy,data/plane_corrected_afm/6087/N87_Ctr_001/N87_Ctr_001_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,367,8,224,0.25,percentile_1_99_to_0_1,-5.486544552e-11,7.289650584,7.289650584,5.793811641,39.07276344,-17.56261883,-14.87053037,1.60764128,9.673122644,13.11066217,30.673281,-0.7008183843,2.86727896,1.75578248,1.596435954,0.997756065,0.1010562272,15.3059947,10.88581605,8.748737073,-3.082246827,7,0.25,108,151.7037037,-3.506048403e-11,1.243234527,1.243234527,1.243509904,0.8339312521,-1.600582945,-1.730999469,2.088134109,0.8343037023,0.5368761125,1.033808874,-1.119751059,-0.5773393414,1.770558129,2.280275862,0.7521134766,-0.6636467704,1.560251192,1.888644551,2.409768225,1.108631052,-0.6220787697,0.1993377107,-0.2138260723,-0.3691007351
pair_00029,afm_00029_5af47546a7,6088,6088,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6088/videos/N6088_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_e632fae11fa9.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00029_5af47546a7.npy,data/plane_corrected_afm/6088/N88_Ctr_002/N88_Ctr_002_plane_corrected.npy,4,manifest_column:sample_id,condition_column:sample_id,303,8,224,0.25,percentile_1_99_to_0_1,-1.224021301e-10,1.751564104,1.751564104,1.305509262,19.92269802,-5.419197559,-3.079697347,0.1584075838,2.570085847,3.446811295,8.866008854,-0.9064353643,5.640367071,0.3129686861,0.2905808975,0.9953548682,0.09676417639,13.56474798,8.696103959,6.705068967,-3.338717749,10,0.2499961853,465,140.9354839,-1.025971686e-10,-0.8065380348,-0.8065380348,-0.8317218016,-0.5040518363,0.664954669,0.7480004621,-0.0823351546,-0.8714404653,-0.8097857985,-0.779630666,-1.55581988,1.340330142,-0.6549854593,-0.6148940909,0.5162689197,-0.6966022053,0.09832505582,-0.1373528297,0.601016214,0.5219090936,-0.4050745573,-4.90371134,1.628256536,-0.3830493585
pair_00030,afm_00030_e9d498a7d5,6090,6090,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6090/videos/N6090_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_97f1410857a1.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00030_e9d498a7d5.npy,data/plane_corrected_afm/6090/N6090_1um_002/N6090_1um_002_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,272,8,224,0.25,percentile_1_99_to_0_1,-1.415555451e-10,4.896469235,4.896469235,3.988873344,34.18375492,-9.119958115,-6.869359612,-0.5624258816,8.782542944,11.93259878,21.0525569,0.4932732146,2.930983037,0.4982076605,0.3404451018,0.995685357,0.04821326445,13.29859756,8.866171756,5.752391112,-3.73105721,54,0.25,30,546.1333333,-1.217505836e-10,0.3574633346,0.3574633346,0.4089705024,0.4923443919,-0.02547779252,-0.04876872925,-1.16190354,0.6204372713,0.3727124559,0.2337729331,1.412657092,-0.5332861561,-0.3435764552,-0.5043417404,0.548729393,-1.069388198,-0.1251310751,0.0199997796,-0.242152978,-0.3756358411,2.777653891,0.1993377107,-0.6162979027,0.1418240487
pair_00031,afm_00031_c512e3b32c,6093,6093,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6093/videos/N6093_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_325b0c135499.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00031_c512e3b32c.npy,data/plane_corrected_afm/6093/N6093_1um_003/N6093_1um_003_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,381,8,224,0.25,percentile_1_99_to_0_1,5.186762131e-10,5.357646035,5.357646035,4.266124961,35.88175583,-13.81211371,-10.08716321,0.9226827621,7.418504238,10.71377568,24.5258894,-0.4965910908,3.075375402,1.14127234,0.8325327493,0.9984507269,0.121936566,14.36547435,9.472041991,5.353190198,-4.059238294,8,0.25,74,221.4054054,5.384811746e-10,0.5281554237,0.5281554237,0.5371618089,0.6109808797,-0.9008698879,-0.7253057374,1.062294444,0.2928730007,0.2028689157,0.5226067885,-0.6866294597,-0.4334347194,0.7374926452,0.5866502225,0.8203428812,-0.5033223292,0.7706035989,0.5805718813,-0.5954664411,-1.1264073,-0.5497440322,0.1993377107,-0.3892625112,-0.2788125716
pair_00032,afm_00032_1367119090,6094,6094,val,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6094/videos/N6094_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_5f9a6f1e3f12.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00032_1367119090.npy,data/plane_corrected_afm/6094/N6094_1um_000/N6094_1um_000_plane_corrected.npy,4,manifest_column:sample_id,condition_column:sample_id,341,8,224,0.25,percentile_1_99_to_0_1,-1.544513003e-10,4.153930958,4.153930958,3.155041189,33.53763866,-12.62711811,-7.964758325,0.616890192,5.566664624,7.978142056,20.60526017,-0.8879751626,4.311957072,0.4946226862,0.4560732968,0.9975280261,0.1678157372,14.3018567,9.639235617,7.553659885,-3.463168771,14,0.2499961853,126,520.1190476,-1.346463388e-10,0.08263292311,0.08263292311,0.02343611131,0.4472013279,-0.6797911618,-0.2790741986,0.6043190488,-0.151833216,-0.1783428447,0.1965768285,-1.516669814,0.4216967575,-0.3496032284,-0.2479861255,0.7297155901,-0.1510506273,0.7171911191,0.7352652081,1.352063081,0.2372056785,-0.1157356075,-4.90371134,-0.1209479575,0.1081264197
pair_00033,afm_00033_abd918912b,6095,6095,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6095/videos/N6095_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_2b201d268e1e.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00033_abd918912b.npy,data/plane_corrected_afm/6095/N6095_1um_006/N6095_1um_006_plane_corrected.npy,5,manifest_column:sample_id,condition_column:sample_id,500,8,224,0.25,percentile_1_99_to_0_1,-3.683813254e-10,12.21884153,12.21884153,9.592104993,73.60641098,-21.59967957,-19.70294952,2.113771677,19.35308981,35.85273571,57.45241528,0.2536474991,3.478407315,1.752964478,1.63063558,0.9867694093,0.09332878124,15.58738507,10.64174663,7.642759953,-3.910540153,12,0.25,45,364.0888889,-3.485763639e-10,3.067640915,3.067640915,2.999705927,3.246739531,-2.353757257,-2.747006287,2.846148827,3.158879515,3.70599416,3.260696337,0.9044631518,-0.154726662,1.765820729,2.356098771,-0.3269913038,-0.7229800248,1.796502569,1.66282308,1.430921252,-0.7862343722,-0.2604050824,0.1993377107,-0.5388994738,-0.09398738996
pair_00034,afm_00034_246229e6b5,6097,6097,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6097/videos/N6097_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_975a72b4ef79.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00034_246229e6b5.npy,data/plane_corrected_afm/6097/N6097_2um_008/N6097_2um_008_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,260,8,224,0.25,percentile_1_99_to_0_1,-2.165467805e-10,9.224106823,9.224106823,7.489807508,46.53601456,-18.48457651,-16.88698387,1.036510348,13.44736314,20.79776516,39.28234167,-0.1857429003,2.541557949,1.546865635,1.189392155,0.976548618,0.3189080597,14.98915261,10.35800175,5.935156881,-4.192862497,9,0.25,51,321.254902,-1.96741819e-10,1.959221057,1.959221057,2.027678192,1.355376143,-1.772587997,-2.154954933,1.232770246,1.740660926,1.608077328,1.749717352,-0.02738816517,-0.802584706,1.419343775,1.377831927,-1.330873199,1.009073852,1.294235051,1.4002925,-0.08039581638,-1.432095967,-0.4774092948,0.1993377107,-0.5079401022,-0.1494724343
pair_00035,afm_00035_c98c41e489,6099,6099,test,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6099/videos/N6099_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_c310181deee4.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00035_c98c41e489.npy,data/plane_corrected_afm/6099/N6099_1um_004/N6099_1um_004_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,144,8,224,0.25,percentile_1_99_to_0_1,2.599435667e-10,10.46141288,10.46141288,9.136377373,45.87390518,-15.14619253,-14.49011827,0.5907000601,16.38393641,22.6077597,37.75395224,0.1423800184,1.904767313,0.960230392,0.8538547556,0.9883081075,0.07259961353,15.83734361,11.37425213,8.29692666,-3.71423358,17,0.25,80,819.2,2.797485282e-10,2.417176348,2.417176348,2.788993652,1.309115667,-1.149762328,-1.651018558,0.5650949565,2.445858276,1.860300871,1.622620217,0.6684890646,-1.242943584,0.4331393475,0.6339225684,-0.1758610028,-0.8821437367,2.006364227,2.340562509,2.009892633,-0.3371488537,0.1012686048,0.1993377107,-0.3583031396,0.4955412067
pair_00036,afm_00036_b9f6601fd1,6101,6101,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6101/videos/N6101_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_9da780c4c7c4.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00036_b9f6601fd1.npy,data/plane_corrected_afm/6101/N6101_5um_001/N6101_5um_001_plane_corrected.npy,2,manifest_column:sample_id,condition_column:sample_id,384,8,224,0.25,percentile_1_99_to_0_1,5.99020139e-11,0.7078356913,0.7078356913,0.5443351684,4.773011446,-1.570696324,-1.209350318,0.01183196204,1.245720714,1.67002458,3.240720904,0.0008273210585,3.137590111,0.08132988418,0.06144146404,0.9769263422,0.1191695532,9.823075826,6.502383114,4.915862303,-2.74824054,27,0.25,343,47.76676385,7.970697539e-11,-1.192845809,-1.192845809,-1.183661684,-1.562535136,1.382950373,1.141237322,-0.3018566043,-1.189477407,-1.057381816,-1.247415886,0.3682866305,-0.3904114745,-1.044398156,-1.122911883,-1.293773285,-0.5245681425,-3.043130001,-2.167059248,-0.9825242549,1.872728679,0.8246159794,0.1993377107,0.9987493143,-0.5037355458
