row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,prototype_id,rq,cond_rq,ra,cond_ra,robust_range,cond_robust_range,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px
afmv2_f1e5bb600dcf,afmv2_f1e5bb600dcf,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f1e5bb600dcf.npy,data/plane_corrected_afm/6056/N56_Ctr_002/N56_Ctr_002_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Ctr_002/N56_Ctr_002_plane_corrected.npy,physical_height,1,2.380067587,-0.6029847042,1.875252008,-0.6152192168,11.31462193,-0.5990071236,0.3104546666,-0.7611316326,0.2792410553,-0.8127934868,0.06888067722,-1.018135158,13.56028271,-0.0598683109,8.601839066,-0.3465345401,5.716325283,-0.5647131688,-3.789819479,-0.6902357411,15,0.01066258659,140,0.26373306,468.1142883,0.3986126097
afmv2_6aed92a0249f,afmv2_6aed92a0249f,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6aed92a0249f.npy,data/plane_corrected_afm/6056/N56_Ctr_003/N56_Ctr_003_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Ctr_003/N56_Ctr_003_plane_corrected.npy,physical_height,1,2.830416918,-0.4524712662,2.235689163,-0.4587668911,13.26771736,-0.4543451811,0.3677016497,-0.6719923348,0.3155047297,-0.7366395378,0.08558799326,-0.8642558196,13.80413818,0.1661975686,8.835594177,-0.107918177,5.829870701,-0.4568157058,-3.799065351,-0.7141664522,15,0.01066258659,156,0.4077724873,420.1025696,0.2835346505
afmv2_eb52a2fe3863,afmv2_eb52a2fe3863,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_eb52a2fe3863.npy,data/plane_corrected_afm/6056/N56_Edg_000/N56_Edg_000_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Edg_000/N56_Edg_000_plane_corrected.npy,physical_height,3,4.809788227,0.2090640362,3.851720572,0.2426920705,22.18824577,0.2063808381,0.6690570712,-0.2027517005,0.5967158079,-0.1460944682,0.1290401369,-0.4640486841,13.98857594,0.3371803414,9.122195244,0.184643145,5.591988564,-0.682865154,-3.960569859,-1.132181942,48,2.258691259,23,-0.7895552518,712.3478394,0.9840092459
afmv2_6999a1c27d25,afmv2_6999a1c27d25,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6999a1c27d25.npy,data/plane_corrected_afm/6056/N56_Edg_001/N56_Edg_001_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Edg_001/N56_Edg_001_plane_corrected.npy,physical_height,3,3.555016518,-0.2102993133,2.790400028,-0.2179875936,17.07968521,-0.1720002092,0.3364630342,-0.7206339942,0.3149232566,-0.737860635,0.2265653163,0.4341871547,14.03267574,0.3780630006,9.255850792,0.32107824,5.851295948,-0.4364561894,-3.93289113,-1.060542224,30,1.032493801,86,-0.222400007,762.0465088,1.10313061
afmv2_7742a67779d0,afmv2_7742a67779d0,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7742a67779d0.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_015/GdSb_N6057_ctr_015_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_015/GdSb_N6057_ctr_015_plane_corrected.npy,physical_height,3,4.927710056,0.2484752636,3.916272163,0.2707115086,23.23337555,0.2837915482,0.8136475086,0.02239012114,0.7574499846,0.1914483347,0.2536088526,0.683266148,14.21214199,0.5444369419,9.453975677,0.5233233986,6.97367382,0.6300925722,-3.615525007,-0.2391165121,13,-0.1255815754,55,-0.5014763973,297.8908997,-0.00939111728
afmv2_637323f0b048,afmv2_637323f0b048,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_637323f0b048.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_016/GdSb_N6057_ctr_016_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_016/GdSb_N6057_ctr_016_plane_corrected.npy,physical_height,3,5.352199078,0.3903458021,4.220827103,0.4029074491,25.60427284,0.459399254,0.8920000196,0.144392844,0.7899776101,0.2597565571,0.2852599323,0.9747819832,14.42960358,0.7460344111,9.732717514,0.8078620472,6.043085575,-0.2542065262,-3.963294983,-1.139235269,12,-0.1937036563,56,-0.4924739331,292.5714417,-0.02214117887
afmv2_c0f9c287d565,afmv2_c0f9c287d565,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c0f9c287d565.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_017/GdSb_N6057_ctr_017_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_017/GdSb_N6057_ctr_017_plane_corrected.npy,physical_height,3,5.150973797,0.3230933232,4.011686325,0.3121272377,24.63838768,0.3878580372,0.8355775476,0.05653739269,0.7603090405,0.1974523705,0.2530916333,0.6785024048,14.31023121,0.635370419,9.676844597,0.7508271777,7.149694443,0.7973576102,-3.562154531,-0.1009798993,12,-0.1937036563,51,-0.5374862541,321.2549133,0.04660944001
afmv2_864c1afdf1c7,afmv2_864c1afdf1c7,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_864c1afdf1c7.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_020/GdSb_N6057_ctr_020_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_020/GdSb_N6057_ctr_020_plane_corrected.npy,physical_height,3,4.912857056,0.2435111703,3.849766254,0.241843774,23.78183174,0.324414621,0.8433569074,0.06865063661,0.7898382545,0.2594639094,0.195374608,0.1469114767,14.33827209,0.6613656784,9.65981102,0.7334393646,7.086204052,0.7370253464,-3.586718559,-0.1645579649,11,-0.2618257373,51,-0.5374862541,321.2549133,0.04660944001
afmv2_12a034e1d241,afmv2_12a034e1d241,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_12a034e1d241.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_plane_corrected.npy,physical_height,3,6.539622784,0.7872004482,5.196997643,0.8266266723,31.75342178,0.9148546389,0.8648961782,0.1021894429,0.7455812693,0.1665239564,0.205691725,0.2419351854,14.47432232,0.7874908578,9.969463348,1.049531329,7.131253719,0.7798341613,-3.630573034,-0.2780647028,39,1.64559253,33,-0.6995306097,496.4848633,0.4666132553
afmv2_8e671ce47766,afmv2_8e671ce47766,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_8e671ce47766.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_018/GdSb_N6057_edge_018_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_018/GdSb_N6057_edge_018_plane_corrected.npy,physical_height,3,5.451921463,0.4236745049,4.130427361,0.3636682927,29.20328331,0.7259708909,0.9319381118,0.2065804616,0.9473674297,0.5902761886,0.09754575044,-0.754121328,14.46883678,0.7824054954,9.647781372,0.7211595439,7.252185822,0.8947508822,-3.593597889,-0.1823634524,10,-0.3299478183,54,-0.5104788615,303.4074097,0.003831252797
afmv2_45946ccf9518,afmv2_45946ccf9518,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_45946ccf9518.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,physical_height,3,5.337333202,0.3853774054,4.143625259,0.369397008,25.93792725,0.4841123808,0.8704611063,0.1108545944,0.8002930284,0.2814190017,0.3170059919,1.267172611,14.3422823,0.665083338,9.590906143,0.6631015179,7.161108494,0.8082039056,-3.59426713,-0.1840956214,12,-0.1937036563,60,-0.4564640762,273.0666809,-0.06889159998
afmv2_7d841c079940,afmv2_7d841c079940,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7d841c079940.npy,data/plane_corrected_afm/6066/N66_Ctr_000/N66_Ctr_000_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Ctr_000/N66_Ctr_000_plane_corrected.npy,physical_height,3,5.695394516,0.5050468169,4.296764374,0.4358689862,29.1191082,0.7197362059,0.9976868033,0.3089577726,0.9501037002,0.5960223743,0.1288170367,-0.4661035031,14.61799335,0.9206808894,9.651938438,0.7254030616,6.18965292,-0.1149297067,-3.953492165,-1.113863037,10,-0.3299478183,68,-0.3844443626,240.9411774,-0.1458923298
afmv2_25a88e4709ca,afmv2_25a88e4709ca,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_25a88e4709ca.npy,data/plane_corrected_afm/6066/N66_Ctr_001/N66_Ctr_001_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Ctr_001/N66_Ctr_001_plane_corrected.npy,physical_height,3,4.572864056,0.1298804578,3.543411016,0.1088663913,22.76195145,0.248874091,0.9663906097,0.2602264584,0.8702640533,0.4283586032,0.1244282797,-0.5065252573,14.29876328,0.6247390902,9.308807373,0.3751361243,6.063098907,-0.2351886936,-3.740447283,-0.5624477124,8,-0.4661919802,80,-0.2764147922,204.8000031,-0.2325181098
afmv2_81d7001323e0,afmv2_81d7001323e0,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_81d7001323e0.npy,data/plane_corrected_afm/6066/N66_Ctr_002/N66_Ctr_002_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Ctr_002/N66_Ctr_002_plane_corrected.npy,physical_height,3,5.15869236,0.3256729817,4.022644043,0.3168835744,26.85344887,0.5519232691,0.9655535817,0.2589231218,0.9355562925,0.5654727247,0.2295629829,0.4617965535,14.46375751,0.7776967651,9.341438293,0.4084456482,6.072607517,-0.2261530591,-3.974225521,-1.167526332,9,-0.3980698993,54,-0.5104788615,303.4074097,0.003831252797
afmv2_3d4104b11885,afmv2_3d4104b11885,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_3d4104b11885.npy,data/plane_corrected_afm/6066/N66_Ctr_003/N66_Ctr_003_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Ctr_003/N66_Ctr_003_plane_corrected.npy,physical_height,3,4.693630219,0.1702423039,3.684173584,0.169966172,22.49353409,0.2289929444,0.5256599784,-0.4260353649,0.4617172182,-0.4295923733,0.09747971594,-0.7547295254,14.47709846,0.7900644745,9.783764839,0.8599709701,6.264587402,-0.0437226017,-3.885511875,-0.9379124426,15,0.01066258659,96,-0.1323753649,682.666687,0.9128673135
afmv2_6fcfe2858e0e,afmv2_6fcfe2858e0e,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6fcfe2858e0e.npy,data/plane_corrected_afm/6066/N66_Edg_000/N66_Edg_000_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Edg_000/N66_Edg_000_plane_corrected.npy,physical_height,3,4.971898079,0.2632435574,3.85501647,0.2441226969,24.90444565,0.4075644285,1.020511866,0.3444986858,0.9017058611,0.4943866014,0.06023516506,-1.09776289,14.35614014,0.6779302296,9.290095329,0.3560349382,6.098122597,-0.2019071455,-3.795829535,-0.7057913224,8,-0.4661919802,89,-0.1953926144,184.0898895,-0.2821576077
afmv2_50e47712b4ee,afmv2_50e47712b4ee,6066,6066,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_50e47712b4ee.npy,data/plane_corrected_afm/6066/N66_Edg_001/N66_Edg_001_plane_corrected.npy,data/plane_corrected_afm/6066/N66_Edg_001/N66_Edg_001_plane_corrected.npy,physical_height,3,5.014744282,0.2775633951,3.921335459,0.2729092965,24.8583622,0.4041511179,0.5803988576,-0.3408014365,0.5249432325,-0.2968173373,0.1218823195,-0.5299743061,14.70139313,0.9979965412,10.03534508,1.116783161,6.469044209,0.150564153,-3.881311417,-0.9270405696,14,-0.05745949439,122,0.1016887043,537.1802979,0.5641550157
afmv2_4ac9fb1fabca,afmv2_4ac9fb1fabca,6067,6067,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4ac9fb1fabca.npy,data/plane_corrected_afm/6067/N6059_1um_004/N6059_1um_004_plane_corrected.npy,data/plane_corrected_afm/6067/N6059_1um_004/N6059_1um_004_plane_corrected.npy,physical_height,1,1.300249457,-0.9638759679,1.017028213,-0.9877421571,6.210783958,-0.9770383781,0.2683807313,-0.8266449723,0.2112252265,-0.9556271639,0.007778610568,-1.580903321,13.15717506,-0.4335687058,9.257431984,0.322692315,8.221828461,1.816161738,-2.649980545,2.259962594,12,-0.1937036563,949,7.5467266,69.05795288,-0.5578744715
afmv2_17b7cb647d0a,afmv2_17b7cb647d0a,6067,6067,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_17b7cb647d0a.npy,data/plane_corrected_afm/6067/N6067_1um_000/N6067_1um_000_plane_corrected.npy,data/plane_corrected_afm/6067/N6067_1um_000/N6067_1um_000_plane_corrected.npy,physical_height,1,1.274350882,-0.9725316565,1.0095855,-0.9909727612,6.012849808,-0.9916989719,0.384955287,-0.64512669,0.3241718709,-0.7184384856,0.06858267635,-1.020879834,12.50916576,-1.03430484,8.121840477,-0.8365153458,6.276818752,-0.03209966123,-2.886213541,1.648530425,6,-0.6024361422,269,1.425050942,60.90706253,-0.5774111149
afmv2_126a9303f557,afmv2_126a9303f557,6067,6067,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_126a9303f557.npy,data/plane_corrected_afm/6067/N6067_1um_006/N6067_1um_006_plane_corrected.npy,data/plane_corrected_afm/6067/N6067_1um_006/N6067_1um_006_plane_corrected.npy,physical_height,1,1.262559652,-0.9764724608,0.9876437187,-1.00049687,5.970872402,-0.9948081559,0.3659354746,-0.6747424467,0.3018757105,-0.7652605656,0.1553630978,-0.221606404,12.36367035,-1.16918616,8.005579948,-0.955193669,6.728723049,0.3973260967,-2.73753953,2.033337267,7,-0.5343140612,230,1.073954838,71.23477936,-0.5526568964
afmv2_effcf42d72c3,afmv2_effcf42d72c3,6067,6067,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_effcf42d72c3.npy,data/plane_corrected_afm/6067/N6067_1um_007/N6067_1um_007_plane_corrected.npy,data/plane_corrected_afm/6067/N6067_1um_007/N6067_1um_007_plane_corrected.npy,physical_height,1,1.281481862,-0.970148377,1.001714706,-0.9943891793,6.162978649,-0.9805792235,0.3643462062,-0.6772170971,0.3159408867,-0.7357236053,0.05922765285,-1.107042376,12.39468098,-1.140437798,7.86435461,-1.099355978,5.5008111,-0.7695072856,-3.110312939,1.06850315,7,-0.5343140612,189,0.704853806,86.68254089,-0.5156305845
afmv2_243873eb11c6,afmv2_243873eb11c6,6070,6070,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_243873eb11c6.npy,data/plane_corrected_afm/6070/N69_Edg_000/N69_Edg_000_plane_corrected.npy,data/plane_corrected_afm/6070/N69_Edg_000/N69_Edg_000_plane_corrected.npy,physical_height,3,3.203958988,-0.327627956,2.516522408,-0.3368676536,15.24383736,-0.3079778538,0.8991840482,0.1555790975,0.6980907917,0.06679364855,0.3925573826,1.963023336,14.34879684,0.6711226334,10.09274292,1.175374666,7.541468143,1.169643776,-3.22146225,0.78081995,9,-0.3980698993,208,0.8759006258,78.7692337,-0.5345977714
afmv2_92fb64d58b72,afmv2_92fb64d58b72,6070,6070,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_92fb64d58b72.npy,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,physical_height,3,3.156004906,-0.3436549228,2.434547186,-0.3724500401,15.72890091,-0.2720501493,0.8210107684,0.0338554556,0.7201066613,0.113027116,0.3806972504,1.853788,14.296978,0.6230840488,9.848129272,0.9256739481,7.26809454,0.9098682717,-3.326232672,0.5096469664,10,-0.3299478183,172,0.5518119145,95.2558136,-0.4950815445
afmv2_fe2e62e09015,afmv2_fe2e62e09015,6070,6070,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_fe2e62e09015.npy,data/plane_corrected_afm/6070/N69_center_003/N69_center_003_plane_corrected.npy,data/plane_corrected_afm/6070/N69_center_003/N69_center_003_plane_corrected.npy,physical_height,3,3.047229528,-0.3800092704,2.404619455,-0.3854405519,14.36877823,-0.3727917649,0.8276104331,0.04413179586,0.7123324871,0.09670130032,0.3638704717,1.698808375,14.28275013,0.6098941214,9.721756935,0.7966735283,7.266620159,0.9084672291,-3.3221457,0.5202251083,9,-0.3980698993,210,0.8939055542,78.0190506,-0.5363958645
afmv2_c6564906e3d5,afmv2_c6564906e3d5,6070,6070,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c6564906e3d5.npy,data/plane_corrected_afm/6070/N69_center_200nm_005/N69_center_200nm_005_plane_corrected.npy,data/plane_corrected_afm/6070/N69_center_200nm_005/N69_center_200nm_005_plane_corrected.npy,physical_height,3,3.041898489,-0.3817909828,2.385824203,-0.3935988698,15.03467369,-0.3234701961,0.8416350484,0.06596952935,0.7383494973,0.1513371888,0.3616651893,1.67849707,14.3268137,0.6507431936,9.688646317,0.7628743304,7.158444405,0.8056723332,-3.375044107,0.3833103324,8,-0.4661919802,245,1.208991801,66.87346649,-0.5631104065
afmv2_00e424133ab4,afmv2_00e424133ab4,6070,6070,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_00e424133ab4.npy,data/plane_corrected_afm/6070/N69_center_200nm_007/N69_center_200nm_007_plane_corrected.npy,data/plane_corrected_afm/6070/N69_center_200nm_007/N69_center_200nm_007_plane_corrected.npy,physical_height,3,2.679356575,-0.5029578774,2.103371143,-0.5162012085,12.97146225,-0.4762882152,0.6522708535,-0.2288895261,0.5394415855,-0.266370703,0.4430833459,2.42838245,13.83847141,0.1980261425,9.551730156,0.6231108136,7.142497063,0.7905182409,-3.228673458,0.7621554763,11,-0.2618257373,166,0.4977971293,98.6987915,-0.4868291661
afmv2_6b872b882559,afmv2_6b872b882559,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6b872b882559.npy,data/plane_corrected_afm/6072/6072_1um_009/6072_1um_009_plane_corrected.npy,data/plane_corrected_afm/6072/6072_1um_009/6072_1um_009_plane_corrected.npy,physical_height,1,1.466236353,-0.9084006809,1.102875113,-0.9504792196,7.520395279,-0.8800380397,0.408642292,-0.6082436461,0.4139639139,-0.5298746188,0.1229847148,-0.5198209183,12.75158501,-0.8095704061,8.168315887,-0.7890734171,6.32770586,0.01625622975,-2.969583511,1.432747353,6,-0.6024361422,251,1.263006587,65.27490234,-0.5669419606
afmv2_3257a0bee5a5,afmv2_3257a0bee5a5,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_3257a0bee5a5.npy,data/plane_corrected_afm/6072/6072_1um_011/6072_1um_011_plane_corrected.npy,data/plane_corrected_afm/6072/6072_1um_011/6072_1um_011_plane_corrected.npy,physical_height,1,1.895656466,-0.7648820986,1.45415163,-0.7980031852,9.372605324,-0.7428484795,0.4485024512,-0.546177378,0.4660583436,-0.420475982,0.09458043426,-0.7814327699,13.15083981,-0.4394417906,8.431938171,-0.5199687529,6.49151659,0.171918717,-3.236979008,0.7406585621,8,-0.4661919802,168,0.5158020577,97.52381134,-0.4896454435
afmv2_0c1b90d9aabd,afmv2_0c1b90d9aabd,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_0c1b90d9aabd.npy,data/plane_corrected_afm/6072/6072_500_nm_004/6072_500_nm_004_plane_corrected.npy,data/plane_corrected_afm/6072/6072_500_nm_004/6072_500_nm_004_plane_corrected.npy,physical_height,1,1.470114946,-0.9071043975,1.13734138,-0.9355186986,7.254174232,-0.8997565098,0.4136043191,-0.6005172719,0.3793896437,-0.6024808082,0.04951588064,-1.19649068,12.62697124,-0.925093431,7.771045208,-1.194605875,5.255800247,-1.002330854,-3.282391548,0.6231191485,6,-0.6024361422,175,0.5788193071,93.62285614,-0.4989955351
afmv2_681d5d8769c7,afmv2_681d5d8769c7,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_681d5d8769c7.npy,data/plane_corrected_afm/6072/6072_500_nm_007/6072_500_nm_007_plane_corrected.npy,data/plane_corrected_afm/6072/6072_500_nm_007/6072_500_nm_007_plane_corrected.npy,physical_height,1,2.043678522,-0.715410928,1.587958813,-0.7399224776,10.24988174,-0.6778703383,0.461268723,-0.5262990116,0.4739849567,-0.4038300436,0.08177500963,-0.8993745302,13.20288849,-0.3911901331,8.436730385,-0.5150768783,6.49492979,0.1751621383,-3.27112937,0.6522685816,9,-0.3980698993,174,0.5698168429,94.16091919,-0.4977058666
afmv2_99e002c4ed0a,afmv2_99e002c4ed0a,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_99e002c4ed0a.npy,data/plane_corrected_afm/6072/N6072_1um_000/N6072_1um_000_plane_corrected.npy,data/plane_corrected_afm/6072/N6072_1um_000/N6072_1um_000_plane_corrected.npy,physical_height,1,1.564195633,-0.875661234,1.191269159,-0.9121106611,7.64074707,-0.8711238189,0.4403051138,-0.558941455,0.4348380566,-0.4860387852,0.0397894308,-1.286074169,12.86510849,-0.7043286195,8.18181324,-0.7752953685,6.347559929,0.03512272136,-3.024641991,1.290241749,6,-0.6024361422,221,0.9929326605,74.13574982,-0.5457036406
afmv2_b66d78afb727,afmv2_b66d78afb727,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_b66d78afb727.npy,data/plane_corrected_afm/6072/N6072_1um_001/N6072_1um_001_plane_corrected.npy,data/plane_corrected_afm/6072/N6072_1um_001/N6072_1um_001_plane_corrected.npy,physical_height,1,1.409355283,-0.9274111797,1.070215583,-0.9646555035,6.997070312,-0.9187996922,0.3839106262,-0.6467533317,0.3672190905,-0.6280390481,0.06445239484,-1.058920952,12.58798599,-0.9612346536,8.163332939,-0.7941599922,6.706874371,0.3765642115,-2.806709766,1.854306783,6,-0.6024361422,226,1.037944981,72.49557495,-0.5496349304
afmv2_77b15c088592,afmv2_77b15c088592,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_77b15c088592.npy,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,physical_height,1,1.275434256,-0.9721695768,0.9624568224,-1.011429562,6.681677818,-0.9421601948,0.34719643,-0.7039210197,0.3268358707,-0.7128440689,0.1160569042,-0.5836281095,12.36711025,-1.165997206,7.961824417,-0.9998591551,6.703601837,0.3734544593,-2.761524439,1.971258111,7,-0.5343140612,213,0.9209129468,76.9201889,-0.5390296957
afmv2_20c0030ec1a2,afmv2_20c0030ec1a2,6072,6072,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_20c0030ec1a2.npy,data/plane_corrected_afm/6072/N6072_1um_cs_001/N6072_1um_cs_001_plane_corrected.npy,data/plane_corrected_afm/6072/N6072_1um_cs_001/N6072_1um_cs_001_plane_corrected.npy,physical_height,1,1.142431021,-1.016621234,0.875308156,-1.049257548,5.685391903,-1.015953136,0.3199299276,-0.7463777003,0.3000862598,-0.7690184235,0.1108323708,-0.6317476123,10.95449924,-2.475556308,6.639561176,-2.34962064,5.296662807,-0.9635008723,-2.893303871,1.630178815,6,-0.6024361422,68,-0.3844443626,63.57352829,-0.571019937
afmv2_a03f1cffad55,afmv2_a03f1cffad55,6073,6073,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_a03f1cffad55.npy,data/plane_corrected_afm/6073/N73_ctr_001/N73_ctr_001_plane_corrected.npy,data/plane_corrected_afm/6073/N73_ctr_001/N73_ctr_001_plane_corrected.npy,physical_height,1,1.517172694,-0.8913769989,1.180152178,-0.9169361279,7.291744709,-0.8969737383,0.2042437345,-0.9265127129,0.1840110421,-1.012777126,0.04694770277,-1.22014436,12.83629036,-0.7310444274,8.33700943,-0.6168716648,5.888674736,-0.4009366901,-3.418298244,0.2713574247,15,0.01066258659,272,1.452058335,240.9411774,-0.1458923298
afmv2_9765bb83e22c,afmv2_9765bb83e22c,6073,6073,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_9765bb83e22c.npy,data/plane_corrected_afm/6073/N73_ctr_002/N73_ctr_002_plane_corrected.npy,data/plane_corrected_afm/6073/N73_ctr_002/N73_ctr_002_plane_corrected.npy,physical_height,1,1.396425247,-0.9317325899,1.084920526,-0.9582726362,6.754884243,-0.9367379386,0.3385001719,-0.7174619663,0.3072856665,-0.7538996232,0.05263657495,-1.167748159,12.4092226,-1.126957009,7.676490307,-1.291127172,5.355626583,-0.9074700615,-3.289463997,0.604813819,8,-0.4661919802,162,0.4617872725,101.1358032,-0.4809879603
afmv2_56b02db57279,afmv2_56b02db57279,6080,6080,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_56b02db57279.npy,data/plane_corrected_afm/6080/N80_Ctr_000/N80_Ctr_000_plane_corrected.npy,data/plane_corrected_afm/6080/N80_Ctr_000/N80_Ctr_000_plane_corrected.npy,physical_height,3,3.644663334,-0.1803380153,2.859597206,-0.1879516795,17.33659935,-0.1529710835,0.7426261306,-0.08819729188,0.5474454761,-0.2495624813,0.1671600938,-0.1129525706,13.38155365,-0.2255588412,8.681278229,-0.2654433328,4.177580357,-2.026918132,-4.10034132,-1.493946679,8,-0.4661919802,68,-0.3844443626,240.9411774,-0.1458923298
afmv2_30eb2e2bec97,afmv2_30eb2e2bec97,6080,6080,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_30eb2e2bec97.npy,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,physical_height,3,5.158537388,0.3256211877,4.02175045,0.316495699,24.21538925,0.3565273743,0.8801545501,0.1259482592,0.8217779994,0.3265375788,0.1295844913,-0.4590350186,14.06569099,0.4086697429,9.071972847,0.1333763056,5.465222836,-0.8033253248,-4.093806744,-1.477033504,9,-0.3980698993,26,-0.7625478592,630.1538696,0.7870007955
afmv2_a06ba8e6b8de,afmv2_a06ba8e6b8de,6081,6081,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_a06ba8e6b8de.npy,data/plane_corrected_afm/6081/N6081_1um_000/N6081_1um_000_plane_corrected.npy,data/plane_corrected_afm/6081/N6081_1um_000/N6081_1um_000_plane_corrected.npy,physical_height,1,0.9417254329,-1.083700024,0.7405978441,-1.10773027,4.540555,-1.100748957,0.2227416188,-0.8977096506,0.1422217935,-1.100534816,0.1962188631,0.1546873167,10.7520628,-2.663224733,6.70929718,-2.278434382,5.406425953,-0.8591975442,-2.760368824,1.974249142,7,-0.5343140612,185,0.6688439491,88.56216431,-0.5111253672
