row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px,height_min,cond_height_min,height_max,cond_height_max,slope_p50,cond_slope_p50,slope_p95,cond_slope_p95,slope_p99,cond_slope_p99,psd_peak_frequency,cond_psd_peak_frequency,island_mean_height,cond_island_mean_height
afmv2_d4290c8d7cff,afmv2_d4290c8d7cff,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_d4290c8d7cff.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,physical_height,2,-1.654003601e-10,-3.126217202e-10,4.693406582,0.3431932372,4.693406582,0.3431932372,3.528114557,0.326334086,40.64571381,0.7132017424,-15.04395485,-0.6151823349,-9.182611465,-0.5047688035,0.6966547966,1.66905718,6.341970921,0.06997840634,9.026849747,0.05734883645,24.0708046,0.3662319134,-0.934904635,-1.659423885,4.473243713,0.5120630203,1.007195234,0.2437071224,0.91531533,0.623881056,0.9981377721,1.806383553,0.1941669732,0.5123847345,14.35461998,1.178730046,9.34483242,1.021919195,7.347157478,1.47951602,-3.389865637,0.4183887388,8,-0.3920670648,0.25,0,121,0.7958201437,135.404953,-0.6169107946,-22.17053413,-0.6911039184,18.47518158,0.712637393,0.6901971102,0.02571756877,2.973632336,0.5834296588,4.041305065,0.6085120814,0.01991804503,0.4034083604,5.080757618,0.1753520121
afmv2_c6c24034d65d,afmv2_c6c24034d65d,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_c6c24034d65d.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,physical_height,3,-7.862266393e-11,-2.25844024e-10,1.89748168,-0.7198158568,1.89748168,-0.7198158568,1.478186607,-0.7578085697,16.08576393,-0.6621786201,-5.086338997,0.6437345617,-3.303014755,0.6804544032,0.08166342974,-0.4395228565,2.903610945,-0.6766767052,4.299520969,-0.6691277213,9.385859489,-0.6603049609,-0.352571249,-0.1506823126,3.611000061,-0.1024209637,0.4838179052,-0.4548679243,0.3882665038,-0.5570444796,0.9949168563,0.09970719792,0.1597202718,0.004849913555,12.92252445,-0.5223802964,8.306417465,-0.2990094466,6.981056213,1.056623259,-2.927343607,1.770741749,7,-0.5245221525,0.25,0,212,2.776663631,77.28302002,-0.9631314055,-9.87128067,0.6165956661,6.214484215,-0.6885970754,0.3640738428,-0.4341275521,1.265609741,-0.5263801448,1.761725307,-0.5631606146,0.02501220442,0.8413685643,2.291572332,-0.7436417956
afmv2_afb928f7556a,afmv2_afb928f7556a,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_afb928f7556a.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,physical_height,3,-3.407505667e-10,-4.879719268e-10,1.864151239,-0.732488072,1.864151239,-0.732488072,1.446426988,-0.7746052369,16.08621788,-0.6621531985,-5.026741505,0.6512693261,-3.253161907,0.6905038599,0.09374364465,-0.3981042263,2.901227713,-0.6771942346,4.186626434,-0.6864768918,9.213367462,-0.672362849,-0.3569643497,-0.1620642011,3.693503857,-0.04362405506,0.4774233997,-0.4634029557,0.3832486868,-0.5682875902,0.994900763,0.09117979258,0.1635469347,0.06123164506,12.89671612,-0.5530366431,8.31166935,-0.2923287211,7.072312355,1.162035519,-2.883173227,1.899890076,7,-0.5245221525,0.25,0,195,2.406615947,84.02051544,-0.9229975066,-9.764400482,0.627959541,6.321817875,-0.6763302671,0.3627563417,-0.4359852744,1.246809483,-0.5385958559,1.740286231,-0.5741800053,0.02816836908,1.112713533,2.248861551,-0.7577143434
afmv2_63cdae8de7df,afmv2_63cdae8de7df,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_63cdae8de7df.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,physical_height,3,-1.593703225e-10,-3.065916826e-10,2.003665447,-0.6794448476,2.003665447,-0.6794448476,1.573025465,-0.7076512696,14.84079647,-0.7318979724,-4.974616528,0.6578593588,-3.279775143,0.6851391,-0.009732018225,-0.7528843561,3.345926285,-0.5806259683,4.492361069,-0.6394928432,9.466978073,-0.6546344448,-0.1023761109,0.4975371014,3.16337347,-0.4214251922,0.4598123729,-0.4869091781,0.3851244748,-0.5640846286,0.9964620471,0.9184621006,0.1954872608,0.5318377417,12.89630985,-0.5535192297,7.811069012,-0.9291235988,5.139405727,-1.070713443,-3.57691431,-0.1285167481,8,-0.3920670648,0.25,0,96,0.2516323723,170.6666718,-0.4068638605,-9.005926132,0.708603183,5.834870338,-0.7319818873,0.3428922892,-0.4639942775,1.240294814,-0.5428288465,1.736051321,-0.5763566909,0.02620392106,0.943824028,2.560483694,-0.6550396229
afmv2_5afeb1412332,afmv2_5afeb1412332,6023,6023,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_5afeb1412332.npy,data/plane_corrected_afm/6023/N6023_Ctr_000/N6023_Ctr_000_plane_corrected.npy,data/plane_corrected_afm/6023/N6023_Ctr_000/N6023_Ctr_000_plane_corrected.npy,physical_height,2,-1.403883898e-09,-1.551105258e-09,8.395533562,1.750739858,8.395533562,1.750739858,5.425800323,1.329960621,91.99694061,3.588918887,-32.26952362,-2.792968654,-13.54069614,-1.383281965,0.7217635512,1.755145898,11.45559216,1.180423928,18.36430168,1.492290271,50.63382721,2.223094298,-1.911790848,-4.190394764,12.55118656,6.268865627,0.8047260642,-0.02653750221,0.8266538382,0.4252227639,0.9918454885,-1.527727708,0.2168002129,0.8458609975,14.45901775,1.302738621,10.37177849,2.328258698,6.207304955,0.1628437598,-3.835169792,-0.883621491,15,0.5351185494,0.25,0,27,-1.250325877,606.8148193,2.191182528,-68.23431396,-5.588765873,23.76262856,1.316922185,0.565227747,-0.1504935688,2.226655483,0.09807177361,4.002933502,0.5887896248,0.01408418454,-0.09814617184,8.494464874,1.300116238
afmv2_d1e97556fd64,afmv2_d1e97556fd64,6023,6023,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_d1e97556fd64.npy,data/plane_corrected_afm/6023/N6023_Ctr_002/N6023_Ctr_002_plane_corrected.npy,data/plane_corrected_afm/6023/N6023_Ctr_002/N6023_Ctr_002_plane_corrected.npy,physical_height,1,-5.012406046e-10,-6.484619647e-10,10.45164013,2.532470432,10.45164013,2.532470432,7.071166039,2.200142989,98.22847748,3.93789083,-41.81759644,-4.000108032,-19.8424778,-2.653610226,2.619940758,8.263299962,11.25270081,1.136365172,13.47327614,0.7406574642,55.29087448,2.54864068,-2.428276539,-5.528534483,11.99043083,5.869239124,0.828549087,0.005260148065,1.07611835,0.984182385,0.9833150506,-6.047776528,0.4695303738,4.569566076,15.16270065,2.138606225,11.16567898,3.338149677,6.425637722,0.4150454191,-3.978624105,-1.303062857,16,0.6675736372,0.25,0,35,-1.07618579,468.1142883,1.36497149,-81.84799957,-7.036220475,16.38047981,0.4732408698,0.4124983847,-0.3658472681,2.601922989,0.3419066961,4.843432903,1.020794777,0.01235264726,-0.2470116396,8.791801453,1.398084084
afmv2_452bfe1ab79e,afmv2_452bfe1ab79e,6023,6023,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_452bfe1ab79e.npy,data/plane_corrected_afm/6023/N6023_Ctr_004/N6023_Ctr_004_plane_corrected.npy,data/plane_corrected_afm/6023/N6023_Ctr_004/N6023_Ctr_004_plane_corrected.npy,physical_height,2,-5.159823679e-10,-6.63203728e-10,10.28980446,2.470940601,10.28980446,2.470940601,7.278920174,2.31001764,108.0130234,4.485834632,-38.47190475,-3.577120455,-17.14092827,-2.109025393,1.239253879,3.529430601,13.72373581,1.672961376,16.73582268,1.242032277,55.20772552,2.542828232,-1.89190805,-4.13888131,10.97121811,5.142890033,0.7733402252,-0.06842958033,0.9016093612,0.5931709439,0.9901390672,-2.431914301,0.08106280118,-1.154082688,14.33349228,1.153633572,10.00636673,1.86343213,6.562877655,0.5735747105,-3.852440596,-0.934119029,19,1.0649389,0.25,0,17,-1.468000985,963.7647095,4.3174609,-88.19171906,-7.710706887,19.82130432,0.8664812997,0.3992224038,-0.3845668617,2.278286695,0.1316198223,4.176708698,0.6781076896,0.00390625,-0.9731738153,10.4837656,1.955560341
afmv2_498985317862,afmv2_498985317862,6056,6056,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_498985317862.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,physical_height,0,1.38528744e-10,-8.692616103e-12,3.627898932,-0.0619121792,3.627898932,-0.0619121792,2.811531782,-0.05264408869,29.82421875,0.1071878103,-8.58088398,0.201927829,-5.795850754,0.1779425436,-0.03918379545,-0.8538637078,5.852443218,-0.03632470451,10.66469002,0.3090454329,19.24557304,0.02892877159,0.2450259328,1.397605547,3.689963102,-0.04614739894,0.6726678014,-0.2028015511,0.64605546,0.02056720654,0.9933897853,-0.7094465118,0.1805152744,0.3112417447,13.95891762,0.708696195,9.307607651,0.9745669648,7.087554932,1.179642603,-3.418805122,0.3337735267,11,0.005298198457,0.25,0,64,-0.444927975,256,0.1014495336,-16.64712143,-0.1038353889,13.17709637,0.1071367929,0.4575217366,-0.30236278,1.987473965,-0.05733951561,2.94747138,0.04629658608,0.00390625,-0.9731738153,4.609980583,0.02023819365
afmv2_bafdac06938e,afmv2_bafdac06938e,6056,6056,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_bafdac06938e.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,physical_height,3,2.498912466e-10,1.026698865e-10,3.185753822,-0.2300155043,3.185753822,-0.2300155043,2.510130405,-0.2120458322,26.94358635,-0.05413032162,-7.311450958,0.3624191257,-5.017286301,0.3348874334,-0.05252834782,-0.8996172878,5.345454693,-0.1464195103,8.198683739,-0.0699203295,15.5101347,-0.23219343,0.1738404334,1.213174215,3.290425301,-0.3308808141,0.6334526539,-0.2551437563,0.5812443495,-0.1246510191,0.9935622215,-0.6180772232,0.155012548,-0.06451329565,13.78655529,0.5039561228,9.220840454,0.8641936742,7.519992828,1.679162471,-3.186477423,1.013068874,11,0.005298198457,0.25,0,110,0.5563775243,148.9454498,-0.5362527911,-13.85154247,0.19340033,13.09204483,0.09741653422,0.4315452874,-0.3389904745,1.821079493,-0.1654564789,2.671829939,-0.09537932992,0.00390625,-0.9731738153,4.073981285,-0.1563653609
afmv2_4736adbc1b93,afmv2_4736adbc1b93,6048,6048,test,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_4736adbc1b93.npy,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,physical_height,0,2.292498413e-10,8.20284812e-11,3.227337599,-0.2142053754,3.227337599,-0.2142053754,2.615104675,-0.1565282303,20.51947212,-0.4138867789,-6.243132591,0.497483991,-4.652025223,0.4085176376,-0.3057399392,-1.767787046,5.763702869,-0.05559506469,8.625614166,-0.004311407088,14.86874676,-0.2770290331,0.4430319965,1.910610618,2.898882389,-0.6099166155,0.4208157659,-0.5389596875,0.345351994,-0.6532003535,0.9939995408,-0.3863535287,0.1277230829,-0.4665939948,12.98213291,-0.4515745675,7.965315819,-0.7329120321,4.935637474,-1.306091267,-4.0297122,-1.452437664,49,5.038591533,0.25,0,36,-1.054418279,455.1111145,1.287514211,-10.05655766,0.5968963694,10.46291447,-0.2030580614,0.3326855302,-0.4783861618,1.087208629,-0.642298578,1.60799706,-0.6421748228,0.00390625,-0.9731738153,4.358588696,-0.06259158056
afmv2_e66b501502c9,afmv2_e66b501502c9,6048,6048,test,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_e66b501502c9.npy,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,physical_height,3,-2.356060624e-10,-3.828274225e-10,1.868148208,-0.7309684266,1.868148208,-0.7309684266,1.467842937,-0.7632790126,14.67003345,-0.7414608626,-4.926150799,0.6639867618,-3.153000355,0.7106946658,0.05208307132,-0.5409430659,2.916844845,-0.6738029051,4.014709473,-0.7128963875,8.940859795,-0.6914122337,-0.2265457362,0.1758315624,3.331852913,-0.3013571359,0.4010003507,-0.5654082053,0.3362239599,-0.673652972,0.9974324703,1.432663164,0.1851127148,0.3789800476,12.66497803,-0.8283060322,7.645261765,-1.140040767,4.874828339,-1.376333425,-3.638755798,-0.3093330489,8,-0.3920670648,0.25,0,76,-0.1837178448,215.578949,-0.1393305,-7.970978737,0.8186424047,6.699054718,-0.6332171185,0.3070954978,-0.5144689953,1.061727643,-0.6588551787,1.570556879,-0.6614185618,0.02209708653,0.5907471118,2.308502674,-0.7380635074
