row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,scan_size_um,height_shape,network_min,network_max,network_mean,network_std,physical_min,physical_max,physical_mean,physical_std,looks_per_image_normalized,network_ra,physical_ra,stored_ra,v3_table_ra,network_island_count,physical_island_count,stored_island_count,v3_table_island_count,network_rq,physical_rq,stored_rq,v3_table_rq,network_autocorrelation_length_px,physical_autocorrelation_length_px,stored_autocorrelation_length_px,v3_table_autocorrelation_length_px,network_psd_slope,physical_psd_slope,stored_psd_slope,v3_table_psd_slope,network_robust_range,physical_robust_range,stored_robust_range,v3_table_robust_range,network_height_std,physical_height_std,stored_height_std,scale_rq,scale_ra,scale_std,scale_range
afmv2_ee1bfb71f52a,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_ee1bfb71f52a.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_010/GdSb_N6056_ctr_010_plane_corrected.npy,1,256x256,-1.0,1.0,-0.06223474442958832,0.39821773767471313,-17.368408203125,11.453685760498047,0.0,3.4752230644226074,True,0.3119374383775383,2.698955332506591,2.698955297,2.698955297,38.0,68.0,68,68,0.3982177418352201,3.4752229023466605,3.475222826,3.475222826,6.0,12.0,12,12,-3.470604976542739,-3.3974525980021975,-3.397452593,-3.397452593,1.9999141663312912,17.188314628601077,17.18831444,17.18831444,0.3982177418352201,3.4752229023466605,3.475222826,8.726941412330858,8.652232789191665,8.726941412330858,8.59452616415628
afmv2_71f4f6b36cd3,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_71f4f6b36cd3.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_011/GdSb_N6056_ctr_011_plane_corrected.npy,1,256x256,-1.0,1.0,-0.10434552282094955,0.4036652445793152,-17.73351287841797,16.01961898803711,-8.940696716308594e-08,4.172379970550537,True,0.3210325379804851,3.283229534344049,3.283229589,3.283229589,33.0,51.0,51,51,0.40366524381889957,4.172380036600716,4.172379971,4.172379971,18.0,34.0,34,34,-3.516611581745636,-3.440676035816778,-3.440675974,-3.440675974,1.9998684048652648,20.413307952880864,20.41330719,20.41330719,0.40366524381889957,4.172380036600716,4.172379971,10.336238010306909,10.227092727104285,10.336238010306909,10.207325593633822
afmv2_4479368d74aa,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4479368d74aa.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_012/GdSb_N6056_ctr_012_plane_corrected.npy,1,256x256,-1.0,1.0,-0.07539604604244232,0.40098828077316284,-10.834965705871582,10.378687858581543,0.0,2.9497439861297607,True,0.31486847569710075,2.2962176556326623,2.29621768,2.29621768,53.0,77.0,77,77,0.4009882711153027,2.9497440264545154,2.949743986,2.949743986,5.0,10.0,10,10,-3.44269572015296,-3.344528125646666,-3.344528198,-3.344528198,1.9998934870958327,14.542922973632812,14.54292297,14.54292297,0.4009882711153027,2.9497440264545154,2.949743986,7.356185302503093,7.292624803257831,7.356185302503093,7.271848759681435
afmv2_fa32d09011e3,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_fa32d09011e3.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_plane_corrected.npy,1,256x256,-1.0,1.0,0.03954353556036949,0.41337335109710693,-10.90441608428955,9.404143333435059,0.0,2.8608505725860596,True,0.3320113119083111,2.2751363760798675,2.275136471,2.275136471,69.0,99.0,99,99,0.41337334812814985,2.8608506416061914,2.860850573,2.860850573,4.0,8.0,8,8,-3.277249210647355,-3.2936589273573467,-3.293658972,-3.293658972,1.9994493287801742,13.65811002254486,13.65810966,13.65810966,0.41337334812814985,2.8608506416061914,2.860850573,6.920742845567536,6.85258692844831,6.920742845567536,6.830935811150269
afmv2_f44672cf1c94,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f44672cf1c94.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_004/GdSb_N6056_ctr_Copy_004_plane_corrected.npy,1,256x256,-1.0,1.0,-0.11909869313240051,0.37182557582855225,-16.64712142944336,13.177096366882324,0.0,3.627898693084717,True,0.29097637431621504,2.8115317736076895,2.811531782,2.811531782,43.0,64.0,64,64,0.3718255579661023,3.6278989221758815,3.627898932,3.627898932,6.0,11.0,11,11,-3.452029150150774,-3.4188051782058766,-3.418805122,-3.418805122,1.999862666130066,19.245573663711546,19.24557304,19.24557304,0.3718255579661023,3.6278989221758815,3.627898932,9.756991805567656,9.662405685735473,9.756991805567656,9.623447644509337
afmv2_12356da5aa0b,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_12356da5aa0b.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_005/GdSb_N6056_ctr_Copy_005_plane_corrected.npy,1,256x256,-1.0,1.0,-0.06655629724264145,0.40400180220603943,-13.851542472839355,13.092044830322266,0.0,3.18575382232666,True,0.32197576572613545,2.5101304188718165,2.510130405,2.510130405,43.0,110.0,110,110,0.4040018142391368,3.1857538025093124,3.185753822,3.185753822,6.0,11.0,11,11,-3.297565797485306,-3.1864773126800006,-3.186477423,-3.186477423,1.999908130764961,15.510134816169742,15.5101347,15.5101347,0.4040018142391368,3.1857538025093124,3.185753822,7.885493802816442,7.79602282554045,7.885493802816442,7.755423650503959
afmv2_c9a5653ee638,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c9a5653ee638.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_006/GdSb_N6056_ctr_Copy_006_plane_corrected.npy,1,256x256,-1.0,1.0,-0.10208430886268616,0.38758793473243713,-16.22394371032715,14.590998649597168,0.0,3.2253758907318115,True,0.3074483307797551,2.5149483903807623,2.514948368,2.514948368,53.0,85.0,85,85,0.38758795663715745,3.2253759378676077,3.225375891,3.225375891,5.0,10.0,10,10,-3.398340478541385,-3.354628421911418,-3.354628325,-3.354628325,1.999456551671028,16.25484790802002,16.25484848,16.25484848,0.38758795663715745,3.2253759378676077,3.225375891,8.321661916051383,8.180068449232794,8.321661916051383,8.129632971736834
afmv2_4c62886c14c0,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4c62886c14c0.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_003/GdSb_N6056_edge_003_plane_corrected.npy,1,256x256,-1.0,1.0,-0.004344070330262184,0.404721736907959,-16.19937515258789,8.396842002868652,-3.725290298461914e-09,2.897679328918457,True,0.321068069237499,2.277343141697221,2.277343035,2.277343035,63.0,106.0,106,106,0.4047217324926747,2.8976792352463296,2.897679329,2.897679329,4.0,8.0,8,8,-3.0777154138662297,-3.2399749319272777,-3.239974976,-3.239974976,1.9998979890346527,14.205727243423464,14.20572758,14.20572758,0.4047217324926747,2.8976792352463296,2.897679329,7.159682820587789,7.093022819446538,7.159682820587789,7.103225925178586
afmv2_8c4ceae350da,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_8c4ceae350da.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_008/GdSb_N6056_edge_008_plane_corrected.npy,1,256x256,-1.0,1.0,-0.008822478353977203,0.423317551612854,-15.255644798278809,9.84701919555664,1.4901161193847656e-08,3.1640684604644775,True,0.33642728012072726,2.496086888564907,2.496086836,2.496086836,34.0,64.0,64,64,0.4233175612624359,3.1640685351497195,3.16406846,3.16406846,5.0,10.0,10,10,-3.371007946522517,-3.40539604296328,-3.405395985,-3.405395985,1.9998943281173707,14.792904257774353,14.7929039,14.7929039,0.4233175612624359,3.1640685351497195,3.16406846,7.474456116853971,7.419395025484211,7.474456116853971,7.396842948047094
afmv2_9b066f132d87,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_9b066f132d87.npy,data/plane_corrected_afm/6056/N56_Ctr_000/N56_Ctr_000_plane_corrected.npy,1,256x256,-1.0,1.0,-0.044023606926202774,0.40628790855407715,-12.742303848266602,13.220830917358398,2.9802322387695312e-08,3.581557035446167,True,0.3200303792907959,2.79312350913452,2.793123484,2.793123484,28.0,49.0,49,49,0.40628792313542034,3.581557023463776,3.581557035,3.581557035,17.0,32.0,32,32,-3.688782741994203,-3.8801799585083248,-3.880179882,-3.880179882,1.9994330030679703,17.434747982025154,17.4347477,17.4347477,0.40628792313542034,3.581557023463776,3.581557035,8.815317462119106,8.727682401040264,8.815317462119106,8.71984605399277
afmv2_1b02c4e6889c,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_1b02c4e6889c.npy,data/plane_corrected_afm/6056/N56_Ctr_001/N56_Ctr_001_plane_corrected.npy,1,256x256,-1.0,1.0,0.07650179415941238,0.4127150774002075,-10.057833671569824,8.183720588684082,2.1827872842550278e-10,2.5434792041778564,True,0.326086517010126,1.9939311967187603,1.993931174,1.993931174,91.0,125.0,125,125,0.41271505843581685,2.543479102064405,2.543479204,2.543479204,4.0,8.0,8,8,-2.9386497860394654,-3.5421749920571144,-3.542175055,-3.542175055,1.9998952186107637,12.147484683990479,12.14748478,12.14748478,0.41271505843581685,2.543479102064405,2.543479204,6.162796946891514,6.114730578255839,6.162796946891514,6.074060566247458
afmv2_f1e5bb600dcf,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f1e5bb600dcf.npy,data/plane_corrected_afm/6056/N56_Ctr_002/N56_Ctr_002_plane_corrected.npy,1,512x512,-1.0,1.0,0.08229983597993851,0.4137926399707794,-11.611173629760742,7.403384208679199,-1.001353666651994e-09,2.3800675868988037,True,0.3293819747492549,1.8752519765948943,1.875252008,1.875252008,89.0,140.0,140,140,0.4137926258947726,2.3800675843570684,2.380067587,2.380067587,4.0,15.0,15,15,-2.8676460547261606,-3.789819403845261,-3.789819479,-3.789819479,1.9997418558597564,11.314622263908387,11.31462193,11.31462193,0.4137926258947726,2.3800675843570684,2.380067587,5.751836633653107,5.6932440763416015,5.751836633653107,5.6580414270740205
afmv2_6aed92a0249f,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6aed92a0249f.npy,data/plane_corrected_afm/6056/N56_Ctr_003/N56_Ctr_003_plane_corrected.npy,1,512x512,-1.0,1.0,0.07744207978248596,0.42087486386299133,-13.522476196289062,9.25839614868164,-8.403731044381857e-10,2.8304171562194824,True,0.33515737881543173,2.235689276011561,2.235689163,2.235689163,94.0,156.0,156,156,0.42087485423730503,2.830416982064093,2.830416918,2.830416918,4.0,15.0,15,15,-2.799989516691067,-3.7990654435681597,-3.799065351,-3.799065351,1.9999692285060884,13.267716908454897,13.26771736,13.26771736,0.42087485423730503,2.830416982064093,2.830416918,6.725079803575525,6.670565582990598,6.725079803575525,6.633960522665365
afmv2_eb52a2fe3863,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_eb52a2fe3863.npy,data/plane_corrected_afm/6056/N56_Edg_000/N56_Edg_000_plane_corrected.npy,1,256x256,-1.0,1.0,-0.18624180555343628,0.4273049235343933,-19.146230697631836,18.2708683013916,5.960464477539063e-08,4.809787750244141,True,0.3456560014743112,3.851720655562752,3.851720572,3.851720572,20.0,23.0,23,23,0.42730493921076507,4.809788059520585,4.809788227,4.809788227,25.0,48.0,48,48,-3.6247760818182675,-3.9605699628825555,-3.960569859,-3.960569859,1.9998916566371916,22.188244962692266,22.18824577,22.18824577,0.42730493921076507,4.809788059520585,4.809788227,11.256102184084963,11.143219383242815,11.256102184084963,11.094723501172906
afmv2_6999a1c27d25,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6999a1c27d25.npy,data/plane_corrected_afm/6056/N56_Edg_001/N56_Edg_001_plane_corrected.npy,1,512x512,-1.0,1.0,-0.05796326324343681,0.4087487459182739,-17.259784698486328,13.795065879821777,-2.9802322387695312e-08,3.55501651763916,True,0.3241502203747668,2.7904000849121453,2.790400028,2.790400028,34.0,86.0,86,86,0.408748764216248,3.5550165214814453,3.555016518,3.555016518,8.0,30.0,30,30,-3.2559011168575633,-3.9328910559608405,-3.93289113,-3.93289113,1.999902342557907,17.079684915542607,17.07968521,17.07968521,0.408748764216248,3.5550165214814453,3.555016518,8.69731442074934,8.608354736535485,8.69731442074934,8.540259467718517
afmv2_7742a67779d0,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7742a67779d0.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_015/GdSb_N6057_ctr_015_plane_corrected.npy,1,256x256,-1.0,1.0,-0.013713013380765915,0.418404221534729,-18.999887466430664,16.097082138061523,5.960464477539063e-08,4.927710056304932,True,0.336632320104183,3.9162721040814583,3.916272163,3.916272163,29.0,55.0,55,55,0.41840421106060854,4.927710268539148,4.927710056,4.927710056,7.0,13.0,13,13,-3.654064269967307,-3.61552493625786,-3.615525007,-3.615525007,1.9995954686403277,23.23337574005127,23.23337555,23.23337555,0.41840421106060854,4.927710268539148,4.927710056,11.777391666417374,11.633678260214072,11.777391666417374,11.619038002646281
afmv2_637323f0b048,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_637323f0b048.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_016/GdSb_N6057_ctr_016_plane_corrected.npy,1,256x256,-1.0,1.0,-0.027814581990242004,0.409598171710968,-19.366540908813477,16.089570999145508,-8.940696716308594e-08,5.352199077606201,True,0.3257488737964901,4.220826948192166,4.220827103,4.220827103,39.0,56.0,56,56,0.40959814971818065,5.352198882980279,5.352199078,5.352199078,6.0,12.0,12,12,-3.757751561797862,-3.9632949110574343,-3.963294983,-3.963294983,1.9999179261922837,25.604271984100343,25.60427284,25.60427284,0.40959814971818065,5.352198882980279,5.352199078,13.06695083135214,12.957303271688687,13.06695083135214,12.80266137363409
afmv2_c0f9c287d565,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c0f9c287d565.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_017/GdSb_N6057_ctr_017_plane_corrected.npy,1,256x256,-1.0,1.0,-0.02937464416027069,0.40667831897735596,-19.464426040649414,19.211040496826172,8.940696716308594e-08,5.150973796844482,True,0.3223340466362867,4.011686332729206,4.011686325,4.011686325,31.0,51.0,51,51,0.4066782876154031,5.1509739452185155,5.150973797,5.150973797,6.0,12.0,12,12,-3.6987650421433136,-3.5621544181603833,-3.562154531,-3.562154531,1.9992477309703829,24.638387680053714,24.63838768,24.63838768,0.4066782876154031,5.1509739452185155,5.150973797,12.665967429492591,12.445741846364397,12.665967429492591,12.323829257565235
afmv2_864c1afdf1c7,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_864c1afdf1c7.npy,data/plane_corrected_afm/6057/GdSb_N6057_ctr_020/GdSb_N6057_ctr_020_plane_corrected.npy,1,256x256,-1.0,1.0,0.054544948041439056,0.4065113067626953,-19.723800659179688,16.531396865844727,-2.9802322387695312e-08,4.912857532501221,True,0.3230182876651695,3.84976615357289,3.849766254,3.849766254,37.0,51.0,51,51,0.40651131343424446,4.912857290548589,4.912857056,4.912857056,6.0,11.0,11,11,-3.6375266873283145,-3.5867185519777367,-3.586718559,-3.586718559,1.9993830859661101,23.781831121444704,23.78183174,23.78183174,0.40651131343424446,4.912857290548589,4.912857056,12.08541343915948,11.918105880009604,12.08541343915948,11.8945845287839
afmv2_12a034e1d241,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_12a034e1d241.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_plane_corrected.npy,1,256x256,-1.0,1.0,-0.11723938584327698,0.40669822692871094,-20.614194869995117,22.6712703704834,-5.960464477539063e-08,6.539622783660889,True,0.32570249860194767,5.196997842571709,5.196997643,5.196997643,13.0,33.0,33,33,0.40669820896932274,6.539622962223324,6.539622784,6.539622784,20.0,39.0,39,39,-3.8200247887373893,-3.6305729842595857,-3.630573034,-3.630573034,1.9996110028028489,31.753421783447266,31.75342178,31.75342178,0.40669820896932274,6.539622962223324,6.539622784,16.07979287343409,15.956272564316864,16.07979287343409,15.879799490470191
afmv2_8e671ce47766,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_8e671ce47766.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_018/GdSb_N6057_edge_018_plane_corrected.npy,1,256x256,-1.0,1.0,0.09975375235080719,0.3662528395652771,-19.32920265197754,19.923385620117188,0.0,5.451921463012695,True,0.2812187995611457,4.130427442339457,4.130427361,4.130427361,36.0,54.0,54,54,0.36625286665994045,5.451921569501946,5.451921463,5.451921463,5.0,10.0,10,10,-3.571278687251994,-3.593597867671003,-3.593597889,-3.593597889,1.9993906056880952,29.203283929824828,29.20328331,29.20328331,0.36625286665994045,5.451921569501946,5.451921463,14.885676170185343,14.687593606064638,14.885676170185343,14.606092399726188
afmv2_45946ccf9518,6057,6057,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_45946ccf9518.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,1,256x256,-1.0,1.0,0.03860526159405708,0.4020944833755493,-19.62827491760254,19.312408447265625,-2.9802322387695312e-08,5.337333679199219,True,0.31636276146560993,4.1436253165799055,4.143625259,4.143625259,33.0,60.0,60,60,0.4020944867364345,5.337333426655623,5.337333202,5.337333202,6.0,12.0,12,12,-3.7227565754821956,-3.5942671665188555,-3.59426713,-3.59426713,1.999795532822609,25.937926959991458,25.93792725,25.93792725,0.4020944867364345,5.337333426655623,5.337333202,13.273828920101922,13.097702452032543,13.273828920101922,12.97028947923561
afmv2_06e9a8457ab9,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_06e9a8457ab9.npy,data/plane_corrected_afm/6058/N58_Ctr_000/N58_Ctr_000_plane_corrected.npy,1,256x256,-1.0,1.0,0.14272800087928772,0.41686299443244934,-21.32746124267578,19.451845169067383,-4.001776687800884e-10,5.8418965339660645,True,0.3276013334008878,4.556092640575601,4.556092739,4.556092739,63.0,66.0,66,66,0.41686298404386196,5.8418966711679365,5.841896534,5.841896534,4.0,9.0,9,9,-3.5038459315755026,-3.9520027444125967,-3.952002764,-3.952002764,1.9999409306049345,27.667287158966072,27.66728783,27.66728783,0.41686298404386196,5.8418966711679365,5.841896534,14.013949174612389,13.907430086678804,14.013949174612389,13.834052164029353
afmv2_84343ccdd8fc,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_84343ccdd8fc.npy,data/plane_corrected_afm/6058/N58_Ctr_001/N58_Ctr_001_plane_corrected.npy,1,256x256,-1.0,1.0,0.17198890447616577,0.4232465624809265,-18.846834182739258,14.56264877319336,6.548361852765083e-11,5.76000452041626,True,0.3297532348794254,4.460754809151401,4.460754871,4.460754871,50.0,56.0,56,56,0.42324654996940464,5.76000411605289,5.760004044,5.760004044,4.0,8.0,8,8,-3.512377855828078,-3.925020685014009,-3.925020695,-3.925020695,1.999904173016548,27.052324247360232,27.0523243,27.0523243,0.42324654996940464,5.76000411605289,5.760004044,13.609098801795941,13.52755435676766,13.609098801795941,13.526810240390647
afmv2_f8cd660aff48,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f8cd660aff48.npy,data/plane_corrected_afm/6058/N58_Ctr_002/N58_Ctr_002_plane_corrected.npy,1,256x256,-1.0,1.0,0.17433884739875793,0.3971590995788574,-20.9208984375,15.024931907653809,2.7284841053187847e-10,5.251366138458252,True,0.30661447605119796,4.0217794890923475,4.021779537,4.021779537,65.0,71.0,71,71,0.3971590950141366,5.251366335591341,5.251366138,5.251366138,4.0,8.0,8,8,-3.3440102139132795,-3.8892137259268713,-3.8892138,-3.8892138,1.9997997874021531,26.143541049957275,26.14354134,26.14354134,0.3971590950141366,5.251366335591341,5.251366138,13.222324256238982,13.11673062827209,13.222324256238982,13.07307922255514
afmv2_d2b2ab4fc8ed,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_d2b2ab4fc8ed.npy,data/plane_corrected_afm/6058/N58_Ctr_003/N58_Ctr_003_plane_corrected.npy,1,512x512,-1.0,1.0,0.19534540176391602,0.4190853536128998,-20.416379928588867,16.655166625976562,-2.572051016613841e-09,5.274714469909668,True,0.3224509327831025,4.035052246342225,4.035052299,4.035052299,64.0,74.0,74,74,0.4190853689400838,5.274714549542879,5.27471447,5.27471447,4.0,17.0,17,17,-3.178117057684839,-4.020297010340515,-4.02029705,-4.02029705,1.9997521954774857,24.954935331344608,24.95493507,24.95493507,0.4190853689400838,5.274714549542879,5.27471447,12.586253160980668,12.513693824717246,12.586253160980668,12.479013843705799
afmv2_ba792589856c,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_ba792589856c.npy,data/plane_corrected_afm/6058/N58_edg_000/N58_edg_000_plane_corrected.npy,1,256x256,-1.0,1.0,0.12006485462188721,0.40061140060424805,-20.524452209472656,20.70029067993164,0.0,6.780267238616943,True,0.31354695778344643,5.2720138601254405,5.272013664,5.272013664,24.0,30.0,30,30,0.40061141558110597,6.780267578654965,6.780267715,6.780267715,6.0,11.0,11,11,-3.8718934391632316,-4.185711610246214,-4.185711384,-4.185711384,1.9999706631898881,33.44759163856507,33.44758987,33.44758987,0.40061141558110597,6.780267578654965,6.780267715,16.92479873250707,16.81411262094463,16.92479873250707,16.724041134292065
afmv2_89d4826511a7,6058,6058,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_89d4826511a7.npy,data/plane_corrected_afm/6058/N58_edg_001/N58_edg_001_plane_corrected.npy,1,512x512,-1.0,1.0,0.027897151187062263,0.38258522748947144,-21.628082275390625,29.426321029663086,0.0,7.461155891418457,True,0.2940861040095421,5.683751836628023,5.68375206,5.68375206,26.0,56.0,56,56,0.3825852242561296,7.461155750921571,7.461155891,7.461155891,6.0,23.0,23,23,-3.638866306902198,-4.1853606065574605,-4.185360432,-4.185360432,1.999768273830414,38.45360113143924,38.45360184,38.45360184,0.3825852242561296,7.461155750921571,7.461155891,19.50194434567746,19.326828976739424,19.50194434567746,19.229028500279238
afmv2_24dfe427bb29,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_24dfe427bb29.npy,data/plane_corrected_afm/6062/N62_Ctr_000/N62_Ctr_000_plane_corrected.npy,1,256x256,-1.0,1.0,0.23308587074279785,0.3875868022441864,-16.182514190673828,8.366900444030762,9.458744898438454e-11,2.915708303451538,True,0.2967844019043359,2.186863924563003,2.186863899,2.186863899,104.0,129.0,129,129,0.3875868112425446,2.9157084004386107,2.915708303,2.915708303,3.0,6.0,6,6,-2.824112620612295,-3.5809185623225597,-3.58091855,-3.58091855,1.999830311536789,14.701325535774231,14.70132542,14.70132542,0.3875868112425446,2.9157084004386107,2.915708303,7.522723467011922,7.368527154833111,7.522723467011922,7.351286482140004
afmv2_e1e992ced190,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_e1e992ced190.npy,data/plane_corrected_afm/6062/N62_Ctr_001/N62_Ctr_001_plane_corrected.npy,1,512x512,-1.0,1.0,0.2500283122062683,0.38463178277015686,-16.458724975585938,9.571061134338379,3.41970007866621e-10,3.1767256259918213,True,0.2928140017298649,2.382550395420341,2.382550478,2.382550478,107.0,171.0,171,171,0.3846317957841987,3.176725469669476,3.176725388,3.176725388,3.0,12.0,12,12,-2.8391385176697406,-3.820478727741295,-3.820478678,-3.820478678,1.9994545727968216,15.993678693771363,15.99367905,15.99367905,0.3846317957841987,3.176725469669476,3.176725388,8.259133811838602,8.136736567735444,8.259133811838602,7.999020788654143
afmv2_2532cdccd95a,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_2532cdccd95a.npy,data/plane_corrected_afm/6062/N62_Ctr_002/N62_Ctr_002_plane_corrected.npy,1,512x512,-1.0,1.0,0.23647481203079224,0.3872394859790802,-16.752948760986328,9.329564094543457,9.181349014397711e-10,3.194347620010376,True,0.29425544021951333,2.3820798254358926,2.38207984,2.38207984,106.0,158.0,158,158,0.3872394665427095,3.1943477333211683,3.19434762,3.19434762,3.0,12.0,12,12,-2.7400086268660204,-3.7856136450094398,-3.785613537,-3.785613537,1.998404928445816,16.11175769329072,16.11175728,16.11175728,0.3872394665427095,3.1943477333211683,3.19434762,8.249024206753617,8.095278794705957,8.249024206753617,8.062308826380363
afmv2_252153a59adb,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_252153a59adb.npy,data/plane_corrected_afm/6062/N62_Ctr_003/N62_Ctr_003_plane_corrected.npy,1,512x512,-1.0,1.0,0.2357969582080841,0.38357245922088623,-17.070051193237305,9.683279991149902,2.510205376893282e-10,3.0080056190490723,True,0.29537503215285477,2.273295252776359,2.273295164,2.273295164,93.0,146.0,146,146,0.38357247563793523,3.0080056135898814,3.008005619,3.008005619,3.0,12.0,12,12,-2.8218865627320446,-3.7901563944834855,-3.790156364,-3.790156364,1.9998176962137222,15.139146633148197,15.1391468,15.1391468,0.38357247563793523,3.0080056135898814,3.008005619,7.842078888969139,7.696301329896911,7.842078888969139,7.57026336041096
afmv2_49ae30fb6667,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_49ae30fb6667.npy,data/plane_corrected_afm/6062/N62_Edg_000/N62_Edg_000_plane_corrected.npy,1,256x256,-1.0,1.0,0.1641198992729187,0.3769025206565857,-28.71759605407715,17.88187599182129,2.9802322387695312e-08,5.697843551635742,True,0.28690739148950767,4.275447986727548,4.275447845,4.275447845,33.0,40.0,40,40,0.37690252518973144,5.697843443911187,5.697843552,5.697843552,6.0,11.0,11,11,-3.8604958807195557,-4.173809688606729,-4.173809528,-4.173809528,1.9997031193971635,29.68853235244751,29.68853188,29.68853188,0.37690252518973144,5.697843443911187,5.697843552,15.117551788868784,14.901839804583435,15.117551788868784,14.846469990704172
afmv2_f797828167ab,6062,6062,val,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f797828167ab.npy,data/plane_corrected_afm/6062/N62_Edg_001/N62_Edg_001_plane_corrected.npy,1,512x512,-1.0,1.0,0.26064231991767883,0.386394739151001,-16.479337692260742,8.298593521118164,1.737134880386293e-10,2.5710701942443848,True,0.29456856140332044,1.9205525832877313,1.920552611,1.920552611,110.0,192.0,192,192,0.3863947350869285,2.571070219492742,2.571070194,2.571070194,3.0,12.0,12,12,-2.6449403659987762,-3.7304001884809677,-3.730400085,-3.730400085,1.9999527049064636,12.983729991912845,12.98373032,12.98373032,0.3863947350869285,2.571070219492742,2.571070194,6.653999099947156,6.5198830932202885,6.653999099947156,6.4920185162679065
afmv2_6f69dd93389f,6063,6063,test,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6f69dd93389f.npy,data/plane_corrected_afm/6063/N63_Ctr_001/N63_Ctr_001_plane_corrected.npy,1,256x256,-1.0,1.0,0.18932954967021942,0.4131712317466736,-18.487892150878906,16.052169799804688,0.0,6.003848075866699,True,0.320448115040973,4.627614084789183,4.627614021,4.627614021,39.0,52.0,52,52,0.41317124427663793,6.003847946060872,6.003848076,6.003848076,5.0,9.0,9,9,-3.7837301469583036,-4.051423112833294,-4.051423073,-4.051423073,1.9997104412317275,28.718657875061037,28.71865845,28.71865845,0.41317124427663793,6.003847946060872,6.003848076,14.531136978257393,14.441071323504241,14.531136978257393,14.361408173361188
